Entry	Entry name	Entry name	Protein names	Gene names	Organism	Gene names  (synonym )	Gene names  (primary )
Q6ZWB1	Q6ZWB1	q6zwb1	"cDNA FLJ41362 fis, clone BRCAN2003703, highly similar to Homo sapiens putative serine/threonine protein kinase"		Homo sapiens (Human)		
H0Y9S9	H0Y9S9	h0y9s9	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (Fragment)	PPIP5K2	Homo sapiens (Human)		PPIP5K2
E5RH08	E5RH08	e5rh08	Focal adhesion kinase 1 (Fragment)	PTK2	Homo sapiens (Human)		PTK2
M0QZW8	M0QZW8	m0qzw8	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
B6EXY5	B6EXY5	b6exy5	Tyrosine-protein kinase receptor (EC 2.7.10.1)		Homo sapiens (Human)		
A0A087WYK2	A0A087WYK2	a0a087wyk2	Serine/threonine-protein kinase WNK3	WNK3	Homo sapiens (Human)		WNK3
F5H369	F5H369	f5h369	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	PIK3C2G	Homo sapiens (Human)		PIK3C2G
B4DMA5	B4DMA5	b4dma5	"cDNA FLJ59346, highly similar to Serine/threonine-protein kinase 25 (EC 2.7.11.1)"		Homo sapiens (Human)		
F5GWN5	F5GWN5	f5gwn5	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	PIK3C2B	Homo sapiens (Human)		PIK3C2B
Q59F39	Q59F39	q59f39	IL2-inducible T-cell kinase variant (Fragment)		Homo sapiens (Human)		
H0YEB7	H0YEB7	h0yeb7	N-acetyl-D-glucosamine kinase (Fragment)	NAGK	Homo sapiens (Human)		NAGK
G3V536	G3V536	g3v536	Brain-enriched guanylate kinase-associated protein (Fragment)	BEGAIN	Homo sapiens (Human)		BEGAIN
B3KM56	B3KM56	b3km56	"cDNA FLJ10343 fis, clone NT2RM2000951, highly similar to Xylulose kinase (EC 2.7.1.17)"		Homo sapiens (Human)		
H7C5P9	H7C5P9	h7c5p9	Tyrosine-protein kinase HCK	HCK	Homo sapiens (Human)		HCK
C9JQR6	C9JQR6	c9jqr6	Inactive tyrosine-protein kinase 7 (Fragment)	PTK7	Homo sapiens (Human)		PTK7
D6R9C1	D6R9C1	d6r9c1	Mitogen-activated protein kinase 10 (Fragment)	MAPK10	Homo sapiens (Human)		MAPK10
H7C0L0	H7C0L0	h7c0l0	Diacylglycerol kinase gamma (Fragment)	DGKG	Homo sapiens (Human)		DGKG
I3L2I2	I3L2I2	i3l2i2	Misshapen-like kinase 1 (Fragment)	MINK1	Homo sapiens (Human)		MINK1
H0YEX6	H0YEX6	h0yex6	Mitogen-activated protein kinase 3 (Fragment)	MAPK3	Homo sapiens (Human)		MAPK3
F2Z2H9	F2Z2H9	f2z2h9	Protein kinase C zeta type (Fragment)	PRKCZ	Homo sapiens (Human)		PRKCZ
E5RHD8	E5RHD8	e5rhd8	Focal adhesion kinase 1	PTK2	Homo sapiens (Human)		PTK2
B7Z2K7	B7Z2K7	b7z2k7	"cDNA FLJ53289, highly similar to Ribosomal protein S6 kinase alpha-1 (EC 2.7.11.1)"		Homo sapiens (Human)		
E9PP33	E9PP33	e9pp33	Serine/threonine-protein kinase Sgk1 (Fragment)	SGK1	Homo sapiens (Human)		SGK1
H0Y5M6	H0Y5M6	h0y5m6	Serine/threonine-protein kinase D3 (Fragment)	PRKD3	Homo sapiens (Human)		PRKD3
H7C0Y5	H7C0Y5	h7c0y5	Casein kinase I isoform epsilon (Fragment)	CSNK1E	Homo sapiens (Human)		CSNK1E
A0A087X0Z8	A0A087X0Z8	a0a087x0z8	Dual-specificity mitogen-activated protein kinase kinase 5 (Fragment)	MAP2K5	Homo sapiens (Human)		MAP2K5
B4DL75	B4DL75	b4dl75	"cDNA FLJ56597, highly similar to Cell division protein kinase 8 (EC 2.7.11.22)"		Homo sapiens (Human)		
Q59FP4	Q59FP4	q59fp4	Integrin-linked kinase variant (Fragment)		Homo sapiens (Human)		
E7EU96	E7EU96	e7eu96	Casein kinase II subunit alpha	CSNK2A1	Homo sapiens (Human)		CSNK2A1
F5H5L5	F5H5L5	f5h5l5	Dual-specificity tyrosine-phosphorylation-regulated kinase 2 (Fragment)	DYRK2	Homo sapiens (Human)		DYRK2
K7EP89	K7EP89	k7ep89	Serine/threonine-protein kinase ULK2 (Fragment)	ULK2	Homo sapiens (Human)		ULK2
B4DYV9	B4DYV9	b4dyv9	"cDNA FLJ50299, highly similar to Serine/threonine-protein kinase 35 (EC 2.7.11.1)"		Homo sapiens (Human)		
B4DGD3	B4DGD3	b4dgd3	"cDNA FLJ57922, highly similar to Uridine-cytidine kinase 2 (EC 2.7.1.48)"		Homo sapiens (Human)		
B2R6Z3	B2R6Z3	b2r6z3	"cDNA, FLJ93192, highly similar to Homo sapiens serine/threonine kinase 6 (STK6), mRNA"		Homo sapiens (Human)		
E5RJH2	E5RJH2	e5rjh2	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)		IKBKB
H0YBC2	H0YBC2	h0ybc2	Phosphatidylinositol 3-kinase regulatory subunit alpha (Fragment)	PIK3R1	Homo sapiens (Human)		PIK3R1
A0A087WW25	A0A087WW25	a0a087ww25	Cyclin-dependent kinase inhibitor 3	CDKN3	Homo sapiens (Human)		CDKN3
K7EQK3	K7EQK3	k7eqk3	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment)	PRKAR1A	Homo sapiens (Human)		PRKAR1A
B4DJS8	B4DJS8	b4djs8	"cDNA FLJ60604, highly similar to PX domain-containing protein kinase-likeprotein"		Homo sapiens (Human)		
B4DKT8	B4DKT8	b4dkt8	"cDNA FLJ50564, moderately similar to Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Fragment)"		Homo sapiens (Human)		
H3BTL2	H3BTL2	h3btl2	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (Fragment)"	BCKDK	Homo sapiens (Human)		BCKDK
A0A024QZM9	A0A024QZM9	a0a024qzm9	"Plasminogen activator, urokinase, isoform CRA_a"	PLAU hCG_20537	Homo sapiens (Human)		PLAU
H3BRT8	H3BRT8	h3brt8	Dual-specificity protein kinase CLK3 (Fragment)	CLK3	Homo sapiens (Human)		CLK3
B5BUG9	B5BUG9	b5bug9	Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)	BMPR1A	Homo sapiens (Human)		BMPR1A
H7C5K3	H7C5K3	h7c5k3	Serine/threonine-protein kinase B-raf (Fragment)	BRAF	Homo sapiens (Human)		BRAF
H7C2I3	H7C2I3	h7c2i3	Serine/threonine-protein kinase 36 (Fragment)	STK36	Homo sapiens (Human)		STK36
Q3MS96	Q3MS96	q3ms96	Non-specific protein-tyrosine kinase (EC 2.7.10.2) (Fragment)	BTK kinase deficient isoform 2	Homo sapiens (Human)		BTK kinase deficient isoform 2
C9JFJ0	C9JFJ0	c9jfj0	Rho-associated protein kinase 2 (Fragment)	ROCK2	Homo sapiens (Human)		ROCK2
J3QS54	J3QS54	j3qs54	Mitogen-activated protein kinase kinase kinase 3 (Fragment)	MAP3K3	Homo sapiens (Human)		MAP3K3
F8WD25	F8WD25	f8wd25	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"	PHKG1	Homo sapiens (Human)		PHKG1
H7C2A4	H7C2A4	h7c2a4	Serine/threonine-protein kinase 36 (Fragment)	STK36	Homo sapiens (Human)		STK36
C9IYH4	C9IYH4	c9iyh4	Mitotic checkpoint serine/threonine-protein kinase BUB1 (Fragment)	BUB1	Homo sapiens (Human)		BUB1
F5H3D3	F5H3D3	f5h3d3	Dual-specificity tyrosine-phosphorylation-regulated kinase 4	DYRK4	Homo sapiens (Human)		DYRK4
A0A087WVS8	A0A087WVS8	a0a087wvs8	MOB kinase activator 2	MOB2	Homo sapiens (Human)		MOB2
H0YJ80	H0YJ80	h0yj80	Ribosomal protein S6 kinase-like 1 (Fragment)	RPS6KL1	Homo sapiens (Human)		RPS6KL1
E5RJQ8	E5RJQ8	e5rjq8	Cyclin-dependent kinase 16 (Fragment)	CDK16	Homo sapiens (Human)		CDK16
F5H534	F5H534	f5h534	Mitogen-activated protein kinase kinase kinase 4 (Fragment)	MAP3K4	Homo sapiens (Human)		MAP3K4
H0YKB6	H0YKB6	h0ykb6	Serine/threonine-protein kinase PAK 6 (Fragment)	PAK6	Homo sapiens (Human)		PAK6
F5H005	F5H005	f5h005	Serine/threonine-protein kinase TAO3 (Fragment)	TAOK3	Homo sapiens (Human)		TAOK3
A7KMP4	A7KMP4	a7kmp4	Truncated cyclin-dependent kinase inhibitor 1B	CDKN1B	Homo sapiens (Human)		CDKN1B
Q572P4	Q572P4	q572p4	Tyrosine-protein kinase BTK isoform 51 (Fragment)	BTK	Homo sapiens (Human)		BTK
E9PPI2	E9PPI2	e9ppi2	Serine/threonine-protein kinase BRSK2 (Fragment)	BRSK2	Homo sapiens (Human)		BRSK2
M0R365	M0R365	m0r365	Mitogen-activated protein kinase kinase kinase 10 (Fragment)	MAP3K10	Homo sapiens (Human)		MAP3K10
E5RH48	E5RH48	e5rh48	Focal adhesion kinase 1 (Fragment)	PTK2	Homo sapiens (Human)		PTK2
K7EKR1	K7EKR1	k7ekr1	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment)	PRKAR1A	Homo sapiens (Human)		PRKAR1A
H0Y932	H0Y932	h0y932	SRSF protein kinase 1 (Fragment)	SRPK1	Homo sapiens (Human)		SRPK1
Q6FHR4	Q6FHR4	q6fhr4	Mitogen-activated protein kinase (EC 2.7.11.24) (Fragment)	MAPK13	Homo sapiens (Human)		MAPK13
A0A087X1I0	A0A087X1I0	a0a087x1i0	Cyclin-dependent kinase 11B	CDK11B	Homo sapiens (Human)		CDK11B
B1APG2	B1APG2	b1apg2	cAMP-dependent protein kinase catalytic subunit beta (Fragment)	PRKACB	Homo sapiens (Human)		PRKACB
K7EIV6	K7EIV6	k7eiv6	Phosphatidylinositol 3-kinase catalytic subunit type 3 (Fragment)	PIK3C3	Homo sapiens (Human)		PIK3C3
M0R0Z4	M0R0Z4	m0r0z4	Protein kinase C gamma type (Fragment)	PRKCG	Homo sapiens (Human)		PRKCG
M0QXC6	M0QXC6	m0qxc6	Serine/threonine-protein kinase D2 (Fragment)	PRKD2	Homo sapiens (Human)		PRKD2
A0A0U1RQK6	A0A0U1RQK6	a0a0u1rqk6	Casein kinase I isoform gamma-1 (Fragment)	CSNK1G1	Homo sapiens (Human)		CSNK1G1
H3BNI9	H3BNI9	h3bni9	Casein kinase II subunit alpha' (Fragment)	CSNK2A2	Homo sapiens (Human)		CSNK2A2
J3KP20	J3KP20	j3kp20	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK1	Homo sapiens (Human)		NTRK1
D0EM88	D0EM88	d0em88	Galactokinase (EC 2.7.1.6) (Fragment)	GALK	Homo sapiens (Human)		GALK
F5GWG6	F5GWG6	f5gwg6	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	PIK3C2G	Homo sapiens (Human)		PIK3C2G
J7MA22	J7MA22	j7ma22	Tyrosine-protein kinase receptor (EC 2.7.10.1)	EML4-ALK	Homo sapiens (Human)		EML4-ALK
K7EM68	K7EM68	k7em68	Serine/threonine-protein kinase BRSK1 (Fragment)	BRSK1	Homo sapiens (Human)		BRSK1
B3KVS1	B3KVS1	b3kvs1	"cDNA FLJ41263 fis, clone BRAMY2035545, highly similar to IkappaB kinase complex-associated protein"		Homo sapiens (Human)		
B7Z9Y5	B7Z9Y5	b7z9y5	"cDNA, FLJ78999, highly similar to Dual specificity mitogen-activated protein kinase kinase 4 (EC 2.7.12.2)"		Homo sapiens (Human)		
X5DPB4	X5DPB4	x5dpb4	Ribosomal protein S6 kinase 90kDa polypeptide 2 isoform A	RPS6KA2	Homo sapiens (Human)		RPS6KA2
A0A087WY74	A0A087WY74	a0a087wy74	Casein kinase II subunit alpha (Fragment)	CSNK2A1	Homo sapiens (Human)		CSNK2A1
F8VU68	F8VU68	f8vu68	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	Homo sapiens (Human)		PIP4K2C
H3BPS6	H3BPS6	h3bps6	Serine/threonine-protein kinase SMG1 (Fragment)	SMG1	Homo sapiens (Human)		SMG1
J3KNK0	J3KNK0	j3knk0	Serine/threonine-protein kinase BRSK1	BRSK1	Homo sapiens (Human)		BRSK1
B7Z340	B7Z340	b7z340	Protein-serine/threonine kinase (EC 2.7.11.-)		Homo sapiens (Human)		
F8WCM0	F8WCM0	f8wcm0	Eukaryotic translation initiation factor 2-alpha kinase 1	EIF2AK1	Homo sapiens (Human)		EIF2AK1
E9PN68	E9PN68	e9pn68	Epidermal growth factor receptor kinase substrate 8-like protein 2 (Fragment)	EPS8L2	Homo sapiens (Human)		EPS8L2
B4DPT9	B4DPT9	b4dpt9	Receptor protein serine/threonine kinase (EC 2.7.11.30)		Homo sapiens (Human)		
C9J8E8	C9J8E8	c9j8e8	Serine/threonine-protein kinase 25 (Fragment)	STK25	Homo sapiens (Human)		STK25
A0A0A0MSY3	A0A0A0MSY3	a0a0a0msy3	Aurora kinase C	AURKC	Homo sapiens (Human)		AURKC
H0YEZ1	H0YEZ1	h0yez1	Adenylate kinase isoenzyme 5 (Fragment)	AK5	Homo sapiens (Human)		AK5
C9JX77	C9JX77	c9jx77	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 (Fragment)"	PFKFB4	Homo sapiens (Human)		PFKFB4
B3KNR9	B3KNR9	b3knr9	"cDNA FLJ30276 fis, clone BRACE2002736, highly similar to Fructosamine-3-kinase (EC 2.7.1.-)"		Homo sapiens (Human)		
J3QKU4	J3QKU4	j3qku4	STE20-related kinase adapter protein alpha (Fragment)	STRADA	Homo sapiens (Human)		STRADA
H7C1X3	H7C1X3	h7c1x3	Serine/threonine-protein kinase PAK 2 (Fragment)	PAK2	Homo sapiens (Human)		PAK2
E9PLE7	E9PLE7	e9ple7	MAP kinase-interacting serine/threonine-protein kinase 1 (Fragment)	MKNK1	Homo sapiens (Human)		MKNK1
X6R9A6	X6R9A6	x6r9a6	Inositol-pentakisphosphate 2-kinase	IPPK	Homo sapiens (Human)		IPPK
E5RJP0	E5RJP0	e5rjp0	Focal adhesion kinase 1 (Fragment)	PTK2	Homo sapiens (Human)		PTK2
Q8N7M6	Q8N7M6	q8n7m6	"cDNA FLJ40844 fis, clone TRACH2014356, highly similar to SERINE/THREONINE-PROTEIN KINASE SNK (EC 2.7.1.-)"		Homo sapiens (Human)		
A8MPP7	A8MPP7	a8mpp7	SRSF protein kinase 3	SRPK3	Homo sapiens (Human)		SRPK3
I3L387	I3L387	i3l387	Serine/threonine-protein kinase PLK1	PLK1	Homo sapiens (Human)		PLK1
X5D2Z8	X5D2Z8	x5d2z8	AMP-activated protein kinase beta 2 non-catalytic subunit isoform A	PRKAB2	Homo sapiens (Human)		PRKAB2
I3L165	I3L165	i3l165	Hepatocyte growth factor-regulated tyrosine kinase substrate (Fragment)	HGS	Homo sapiens (Human)		HGS
K7EK17	K7EK17	k7ek17	MAP/microtubule affinity-regulating kinase 4 (Fragment)	MARK4	Homo sapiens (Human)		MARK4
A0A0S2Z539	A0A0S2Z539	a0a0s2z539	Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)	TGFBR2	Homo sapiens (Human)		TGFBR2
Q59HA5	Q59HA5	q59ha5	Cyclin G-associated kinase variant (Fragment)		Homo sapiens (Human)		
H3BN15	H3BN15	h3bn15	Tyrosine-protein kinase CSK (Fragment)	CSK	Homo sapiens (Human)		CSK
C9JQA4	C9JQA4	c9jqa4	Mitotic checkpoint serine/threonine-protein kinase BUB1 (Fragment)	BUB1	Homo sapiens (Human)		BUB1
F5H4I7	F5H4I7	f5h4i7	Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment)	CAMKK2	Homo sapiens (Human)		CAMKK2
E5RHL2	E5RHL2	e5rhl2	Protein-tyrosine kinase 2-beta (Fragment)	PTK2B	Homo sapiens (Human)		PTK2B
M0R275	M0R275	m0r275	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
A0A0G2JH30	A0A0G2JH30	a0a0g2jh30	Cyclin-dependent kinase inhibitor 1C	CDKN1C	Homo sapiens (Human)		CDKN1C
A0A140T8X5	A0A140T8X5	a0a140t8x5	Serine/threonine-protein kinase 19	STK19	Homo sapiens (Human)		STK19
A9CB80	A9CB80	a9cb80	Receptor protein-tyrosine kinase (EC 2.7.10.1)		Homo sapiens (Human)		
Q96SE8	Q96SE8	q96se8	Urokinase-type plasminogen activator amino-terminal	ATF	Homo sapiens (Human)		ATF
H3BTZ2	H3BTZ2	h3btz2	Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)	ACVRL1	Homo sapiens (Human)		ACVRL1
B7Z708	B7Z708	b7z708	"cDNA FLJ58698, highly similar to cAMP-dependent protein kinase, alpha-catalytic subunit (EC 2.7.11.11)"		Homo sapiens (Human)		
C9JCC0	C9JCC0	c9jcc0	Serine/threonine-protein kinase 25 (Fragment)	STK25	Homo sapiens (Human)		STK25
Q9BRS0	Q9BRS0	q9brs0	Ribosomal protein S6 kinase (EC 2.7.11.1)	RPS6KB2	Homo sapiens (Human)		RPS6KB2
M0QZ00	M0QZ00	m0qz00	Myotonin-protein kinase (Fragment)	DMPK	Homo sapiens (Human)		DMPK
D6R9C2	D6R9C2	d6r9c2	"Myosin light chain kinase, smooth muscle (Fragment)"	MYLK	Homo sapiens (Human)		MYLK
A8E633	A8E633	a8e633	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	FGFR3	Homo sapiens (Human)		FGFR3
Q6ZNP1	Q6ZNP1	q6znp1	"cDNA FLJ27411 fis, clone WMC04903, highly similar to Myosin light chain kinase, smooth muscle and non-muscle isozymes (EC 2.7.1.117)"		Homo sapiens (Human)		
H0YAZ9	H0YAZ9	h0yaz9	Cyclin-dependent kinase 16 (Fragment)	CDK16	Homo sapiens (Human)		CDK16
C9J015	C9J015	c9j015	FGGY carbohydrate kinase domain-containing protein (Fragment)	FGGY	Homo sapiens (Human)		FGGY
C8CHJ5	C8CHJ5	c8chj5	Galactokinase (EC 2.7.1.6) (Fragment)	GALK	Homo sapiens (Human)		GALK
B2R8Z2	B2R8Z2	b2r8z2	"cDNA, FLJ94129, highly similar to Homo sapiens mitogen-activated protein kinase-activated protein kinase 3 (MAPKAPK3), mRNA"		Homo sapiens (Human)		
K7EPK3	K7EPK3	k7epk3	Serine/threonine-protein kinase N1 (Fragment)	PKN1	Homo sapiens (Human)		PKN1
C9JMM3	C9JMM3	c9jmm3	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (Fragment)	PRKRA	Homo sapiens (Human)		PRKRA
E7EQN8	E7EQN8	e7eqn8	Tyrosine-protein kinase TXK (Fragment)	TXK	Homo sapiens (Human)		TXK
B4DSP3	B4DSP3	b4dsp3	"cDNA FLJ57034, highly similar to Serine-protein kinase ATM (EC 2.7.11.1)"		Homo sapiens (Human)		
B3KPH9	B3KPH9	b3kph9	"cDNA FLJ31808 fis, clone NT2RI2009269, highly similar to Serine/threonine-protein kinase TAO3 (EC 2.7.11.1)"		Homo sapiens (Human)		
B3KP36	B3KP36	b3kp36	"cDNA FLJ31086 fis, clone IMR321000044, highly similar to Tyrosine-protein kinase-like 7"		Homo sapiens (Human)		
B4DFP8	B4DFP8	b4dfp8	"cDNA FLJ57966, highly similar to Cell cycle-related kinase (EC 2.7.11.22)"		Homo sapiens (Human)		
Q15447	Q15447	q15447	Protein-serine/threonine kinase (Fragment)		Homo sapiens (Human)		
A8K0J3	A8K0J3	a8k0j3	"cDNA FLJ76732, highly similar to Homo sapiens TAO kinase 3 (TAOK3), mRNA"		Homo sapiens (Human)		
H0YDG1	H0YDG1	h0ydg1	Serine/threonine-protein kinase TNNI3K (Fragment)	TNNI3K	Homo sapiens (Human)		TNNI3K
Q53GK9	Q53GK9	q53gk9	Mitogen-activated protein kinase (EC 2.7.11.24) (Fragment)		Homo sapiens (Human)		
Q6QNY6	Q6QNY6	q6qny6	UDP-N-acetylglucosamine-2-epimerase / N-acetylmannosamine kinase	GNE	Homo sapiens (Human)		GNE
Q59GQ9	Q59GQ9	q59gq9	Fms-related tyrosine kinase 1 (Vascular endothelial growth factor/vascular permeability factor receptor) variant (Fragment)		Homo sapiens (Human)		
H3BQA3	H3BQA3	h3bqa3	3-phosphoinositide-dependent protein kinase 1	PDPK1	Homo sapiens (Human)		PDPK1
E9PM65	E9PM65	e9pm65	Serine/threonine-protein kinase Chk1 (Fragment)	CHEK1	Homo sapiens (Human)		CHEK1
H0Y630	H0Y630	h0y630	Serine/threonine-protein kinase 24 (Fragment)	STK24	Homo sapiens (Human)		STK24
F8VTV8	F8VTV8	f8vtv8	Cyclin-dependent kinase 4	CDK4	Homo sapiens (Human)		CDK4
H7C3S4	H7C3S4	h7c3s4	Microtubule-associated serine/threonine-protein kinase 4 (Fragment)	MAST4	Homo sapiens (Human)		MAST4
B2MXE4	B2MXE4	b2mxe4	Anaplastic lymphoma kinase (Fragment)	ALK	Homo sapiens (Human)		ALK
E5RFM0	E5RFM0	e5rfm0	Tyrosine-protein kinase Fyn (Fragment)	FYN	Homo sapiens (Human)		FYN
E7EMD6	E7EMD6	e7emd6	"A-kinase anchor protein 10, mitochondrial"	AKAP10	Homo sapiens (Human)		AKAP10
B7Z5I0	B7Z5I0	b7z5i0	"cDNA FLJ55284, highly similar to Membrane-associated guanylate kinase, WW andPDZ domain-containing protein 2"		Homo sapiens (Human)		
B7Z450	B7Z450	b7z450	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Homo sapiens (Human)		
B3KQG4	B3KQG4	b3kqg4	"cDNA FLJ90411 fis, clone NT2RP3000022, highly similar to Serine/threonine-protein kinase ICK (EC 2.7.11.22)"		Homo sapiens (Human)		
H7C2I6	H7C2I6	h7c2i6	Interleukin-1 receptor-associated kinase 1 (Fragment)	IRAK1	Homo sapiens (Human)		IRAK1
Q5T857	Q5T857	q5t857	Mitogen-activated protein kinase kinase kinase 8 (Fragment)	MAP3K8	Homo sapiens (Human)		MAP3K8
A0A0B4J292	A0A0B4J292	a0a0b4j292	Tau-tubulin kinase 2	TTBK2	Homo sapiens (Human)		TTBK2
D6RE03	D6RE03	d6re03	Ribosomal protein S6 kinase alpha-2 (Fragment)	RPS6KA2	Homo sapiens (Human)		RPS6KA2
U3KQK7	U3KQK7	u3kqk7	Casein kinase I isoform alpha (Fragment)	CSNK1A1	Homo sapiens (Human)		CSNK1A1
H0Y8R8	H0Y8R8	h0y8r8	Serine/threonine-protein kinase ATR (Fragment)	ATR	Homo sapiens (Human)		ATR
H0YDH9	H0YDH9	h0ydh9	Mitogen-activated protein kinase 3 (Fragment)	MAPK3	Homo sapiens (Human)		MAPK3
K7EQX1	K7EQX1	k7eqx1	Myotonin-protein kinase	DMPK	Homo sapiens (Human)		DMPK
J3KRP7	J3KRP7	j3krp7	Protein kinase C zeta type (Fragment)	PRKCZ	Homo sapiens (Human)		PRKCZ
B3XZM0	B3XZM0	b3xzm0	Tyrosine-protein kinase receptor (EC 2.7.10.1)		Homo sapiens (Human)		
M1VE83	M1VE83	m1ve83	Tyrosine-protein kinase receptor (EC 2.7.10.1)	SDC4-ROS1_S4;R34	Homo sapiens (Human)		SDC4-ROS1_S4;R34
Q59F19	Q59F19	q59f19	Proto-oncogene tyrosine-protein kinase ABL1 variant (Fragment)		Homo sapiens (Human)		
B4DMZ0	B4DMZ0	b4dmz0	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)		
C9J319	C9J319	c9j319	Serine/threonine-protein kinase 33 (Fragment)	STK33	Homo sapiens (Human)		STK33
E9PKR4	E9PKR4	e9pkr4	Cyclin-dependent kinase 2-associated protein 2	CDK2AP2	Homo sapiens (Human)		CDK2AP2
E9PPU6	E9PPU6	e9ppu6	N-acetyl-D-glucosamine kinase (Fragment)	NAGK	Homo sapiens (Human)		NAGK
H7C208	H7C208	h7c208	Mitogen-activated protein kinase kinase kinase kinase 2 (Fragment)	MAP4K2	Homo sapiens (Human)		MAP4K2
H0YDN6	H0YDN6	h0ydn6	Diacylglycerol kinase zeta (Fragment)	DGKZ	Homo sapiens (Human)		DGKZ
Q59HD2	Q59HD2	q59hd2	"Ribosomal protein S6 kinase, 70kDa, polypeptide 2 isoform a variant (Fragment)"		Homo sapiens (Human)		
D6R9L0	D6R9L0	d6r9l0	Receptor of-activated protein C kinase 1 (Fragment)	RACK1	Homo sapiens (Human)		RACK1
F8W6E7	F8W6E7	f8w6e7	Serine/threonine-protein kinase 31 (Fragment)	STK31	Homo sapiens (Human)		STK31
H0YC60	H0YC60	h0yc60	Cyclin-dependent kinase 16 (Fragment)	CDK16	Homo sapiens (Human)		CDK16
H3BTY5	H3BTY5	h3bty5	Tau-tubulin kinase 2 (Fragment)	TTBK2	Homo sapiens (Human)		TTBK2
C9JWU5	C9JWU5	c9jwu5	Striated muscle preferentially-expressed protein kinase (Fragment)	SPEG	Homo sapiens (Human)		SPEG
X5D9J1	X5D9J1	x5d9j1	AMP-activated protein kinase beta 2 non-catalytic subunit isoform C	PRKAB2	Homo sapiens (Human)		PRKAB2
F5H4J8	F5H4J8	f5h4j8	Serine/threonine-protein kinase MARK2 (Fragment)	MARK2	Homo sapiens (Human)		MARK2
G3V2I1	G3V2I1	g3v2i1	Creatine kinase B-type	CKB	Homo sapiens (Human)		CKB
B4E0Y5	B4E0Y5	b4e0y5	"cDNA FLJ56013, highly similar to NUAK family SNF1-like kinase 2 (EC 2.7.11.1)"		Homo sapiens (Human)		
E5RJX7	E5RJX7	e5rjx7	Tyrosine-protein kinase Fyn (Fragment)	FYN	Homo sapiens (Human)		FYN
B3KX60	B3KX60	b3kx60	"cDNA FLJ44825 fis, clone BRACE3046609, highly similar to Homo sapiens inhibitor of Bruton agammaglobulinemia tyrosine kinase (IBTK), mRNA"		Homo sapiens (Human)		
H7C312	H7C312	h7c312	Thymidylate kinase (Fragment)	DTYMK	Homo sapiens (Human)		DTYMK
B4DZC9	B4DZC9	b4dzc9	"cDNA FLJ61681, highly similar to STE20-like serine/threonine-protein kinase (EC2.7.11.1) (Fragment)"		Homo sapiens (Human)		
E9PSE0	E9PSE0	e9pse0	MAP kinase-interacting serine/threonine-protein kinase 1 (Fragment)	MKNK1	Homo sapiens (Human)		MKNK1
C9JJX8	C9JJX8	c9jjx8	"Creatine kinase U-type, mitochondrial (Fragment)"	CKMT1B	Homo sapiens (Human)		CKMT1B
D6RE65	D6RE65	d6re65	Calcium/calmodulin-dependent protein kinase type IV (Fragment)	CAMK4	Homo sapiens (Human)		CAMK4
B3KXE7	B3KXE7	b3kxe7	"cDNA FLJ45304 fis, clone BRHIP3003984, highly similar to IkappaB kinase complex-associated protein"		Homo sapiens (Human)		
H0YHF8	H0YHF8	h0yhf8	5'-AMP-activated protein kinase subunit gamma-1 (Fragment)	PRKAG1	Homo sapiens (Human)		PRKAG1
H0YHL5	H0YHL5	h0yhl5	Serine/threonine-protein kinase D1 (Fragment)	PRKD1	Homo sapiens (Human)		PRKD1
H0Y2N6	H0Y2N6	h0y2n6	Casein kinase I isoform delta (Fragment)	CSNK1D	Homo sapiens (Human)		CSNK1D
Q5TH07	Q5TH07	q5th07	Protein kinase C-binding protein 1 (Fragment)	ZMYND8	Homo sapiens (Human)		ZMYND8
H0YDV0	H0YDV0	h0ydv0	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (Fragment)"	PFKFB3	Homo sapiens (Human)		PFKFB3
